Date,Region,Crop_Type,Rainfall_mm,Temperature_C,Soil_Moisture,Fertilizer_Used,Pest_Presence,Disease_Presence
9/14/2022,Greater Accra,Cocoa,127.8,27.1,0.26,Yes,1,1
9/15/2022,Volta,Yam,168.67,24.7,0.35,No,1,1
9/15/2022,Northern,Cassava,198.07,25.2,0.43,Yes,1,1
9/15/2022,Volta,Cassava,180.83,25,0.5,Yes,0,1
9/15/2022,Volta,Cassava,195.35,27.5,0.67,Yes,0,1
9/16/2022,Western,Rice,285.22,24.4,0.55,Yes,1,1
9/16/2022,Northern,Yam,197.62,26.1,0.12,Yes,1,0
9/16/2022,Northern,Cocoa,155.77,28,0.12,Yes,1,1
9/17/2022,Greater Accra,Yam,117.76,26.5,0.32,Yes,0,0
9/17/2022,Greater Accra,Cassava,106.82,26.6,0.47,No,1,1
9/18/2022,Ashanti,Yam,245.35,23.4,0.59,Yes,0,0
9/18/2022,Ashanti,Yam,219.31,27.1,0.5,Yes,0,1
9/18/2022,Ashanti,Cocoa,343.09,26.5,0.47,Yes,0,1
9/18/2022,Western,Maize,418.98,26.3,0.58,No,0,1
9/20/2022,Volta,Cocoa,271.07,25.7,0.6,No,0,1
9/21/2022,Greater Accra,Maize,105.24,30.3,0.38,Yes,1,1
9/21/2022,Western,Rice,206,25.8,0.7,No,0,1
9/21/2022,Northern,Maize,143.55,32.5,0.38,Yes,0,0
9/21/2022,Western,Rice,235.17,28.4,0.68,Yes,1,1
9/22/2022,Western,Maize,161.04,25,0.62,Yes,1,1
9/22/2022,Northern,Cassava,201.13,24.1,0.34,Yes,1,1
9/23/2022,Western,Cocoa,335.79,26.3,0.63,Yes,1,0
9/24/2022,Volta,Cassava,194.71,26.8,0.36,Yes,1,0
9/24/2022,Ashanti,Cassava,243.5,22.6,0.39,Yes,0,1
9/24/2022,Greater Accra,Cassava,67.8,25.9,0.43,Yes,0,0
9/25/2022,Northern,Rice,175.87,32.7,0.3,No,0,0
9/25/2022,Ashanti,Rice,214.94,25.1,0.46,Yes,1,1
9/25/2022,Northern,Rice,192.4,28.2,0.32,Yes,0,0
9/26/2022,Ashanti,Cocoa,227.04,26.7,0.56,Yes,1,1
9/27/2022,Western,Maize,230.72,24.5,0.7,Yes,0,1
9/28/2022,Western,Yam,277.48,28.1,0.7,Yes,1,1
9/28/2022,Ashanti,Rice,267.13,24.3,0.46,No,1,1
9/28/2022,Volta,Cocoa,203.43,26.3,0.41,No,1,1
9/29/2022,Volta,Cocoa,176.42,25,0.51,Yes,0,0
9/29/2022,Volta,Maize,252.98,24.3,0.43,Yes,0,1
9/30/2022,Volta,Yam,208.87,25.8,0.53,No,1,0
9/30/2022,Ashanti,Rice,240.94,29.1,0.61,No,1,1
10/1/2022,Greater Accra,Cocoa,117.89,25.7,0.51,Yes,1,1
10/2/2022,Western,Cocoa,233.91,26.6,0.5,No,0,1
10/4/2022,Greater Accra,Cassava,147.07,26.9,0.34,No,0,0
10/4/2022,Greater Accra,Cassava,95,24.3,0.48,No,0,1
10/4/2022,Western,Maize,232.86,25.3,0.7,Yes,0,0
10/5/2022,Northern,Rice,184.96,26,0.19,Yes,0,1
10/6/2022,Northern,Cocoa,125.29,23.8,0.41,Yes,0,1
10/6/2022,Western,Yam,308.26,25.8,0.7,Yes,1,1
10/6/2022,Ashanti,Maize,210.49,23.9,0.67,No,1,1
10/7/2022,Western,Maize,287.53,25.5,0.7,Yes,1,1
10/7/2022,Northern,Cassava,137.72,28.1,0.1,Yes,0,0
10/7/2022,Northern,Cocoa,202.37,25.9,0.42,No,0,0
10/7/2022,Greater Accra,Cassava,115.62,29.7,0.37,Yes,1,1
10/7/2022,Volta,Yam,156.17,24.4,0.49,No,0,1
10/8/2022,Greater Accra,Cocoa,88.64,28.4,0.31,Yes,0,1
10/8/2022,Ashanti,Cassava,233.23,27,0.54,Yes,1,1
10/8/2022,Greater Accra,Cocoa,114.22,29.8,0.24,Yes,0,1
10/9/2022,Volta,Cocoa,231.35,25.5,0.53,Yes,0,1
10/9/2022,Volta,Cocoa,167.63,24.5,0.52,Yes,0,1
10/9/2022,Ashanti,Cocoa,259.7,23.1,0.47,No,1,1
10/10/2022,Ashanti,Rice,265.78,28.8,0.7,Yes,1,1
10/10/2022,Volta,Maize,190.73,25.4,0.61,Yes,0,1
10/11/2022,Ashanti,Yam,277.99,28.7,0.65,No,1,0
10/11/2022,Greater Accra,Maize,123.49,25.1,0.39,Yes,1,1
10/11/2022,Western,Cocoa,205.72,29.4,0.62,Yes,0,1
10/11/2022,Greater Accra,Rice,87.54,25.7,0.34,No,0,1
10/12/2022,Greater Accra,Maize,107.87,24.4,0.37,Yes,0,0
10/12/2022,Greater Accra,Cassava,108.69,28,0.27,Yes,0,0
10/12/2022,Greater Accra,Cocoa,154.4,30.3,0.38,Yes,1,1
10/12/2022,Greater Accra,Rice,149.41,22.2,0.43,No,1,1
10/13/2022,Northern,Maize,142.59,29.1,0.32,No,0,1
10/14/2022,Northern,Rice,177.28,30,0.4,No,0,1
10/14/2022,Ashanti,Maize,214.24,25.1,0.54,Yes,0,1
10/15/2022,Greater Accra,Maize,135.68,25.3,0.35,Yes,0,1
10/15/2022,Northern,Yam,236.47,23.3,0.24,Yes,1,1
10/15/2022,Western,Rice,223.3,23,0.51,Yes,0,1
10/16/2022,Ashanti,Maize,252.89,21.2,0.64,No,0,1
10/17/2022,Greater Accra,Cassava,110.35,22.9,0.28,Yes,0,0
10/17/2022,Volta,Cassava,221.33,25.5,0.54,No,0,1
10/17/2022,Western,Cocoa,264.29,24.5,0.64,Yes,0,1
10/18/2022,Greater Accra,Cocoa,110.26,27.6,0.41,Yes,0,1
10/18/2022,Western,Maize,273.78,23.4,0.7,Yes,1,1
10/18/2022,Northern,Rice,193.6,23.1,0.21,Yes,0,0
10/18/2022,Northern,Maize,164.39,35,0.37,Yes,1,0
10/18/2022,Northern,Maize,188.33,29.6,0.31,Yes,0,0
10/19/2022,Volta,Cassava,218.02,27.6,0.45,Yes,0,1
10/19/2022,Northern,Rice,185.31,29.4,0.32,No,0,1
10/19/2022,Volta,Rice,162.25,25.3,0.57,Yes,1,1
10/19/2022,Volta,Cocoa,191.69,30,0.56,Yes,0,1
10/20/2022,Ashanti,Maize,236.8,25.5,0.59,Yes,0,0
10/21/2022,Volta,Yam,205.27,26.4,0.51,No,0,1
10/21/2022,Greater Accra,Cassava,146.16,25.8,0.37,Yes,1,0
10/22/2022,Greater Accra,Cocoa,123.54,25.8,0.32,No,1,1
10/22/2022,Volta,Cocoa,182.06,26.3,0.42,Yes,1,1
10/23/2022,Northern,Yam,193.15,29.2,0.34,Yes,0,1
10/23/2022,Volta,Maize,246.11,24,0.46,Yes,0,1
10/23/2022,Northern,Maize,167.17,32,0.52,Yes,1,1
10/23/2022,Northern,Cassava,129.52,27.5,0.39,Yes,1,1
10/24/2022,Western,Cocoa,305.38,31.4,0.69,Yes,1,1
10/24/2022,Greater Accra,Cocoa,161.94,28.8,0.45,No,0,1
10/25/2022,Volta,Rice,188.68,23.1,0.46,Yes,0,1
10/26/2022,Greater Accra,Yam,72.66,27.1,0.3,Yes,0,0
10/27/2022,Northern,Cassava,164.79,34.1,0.18,Yes,0,1
10/27/2022,Greater Accra,Maize,88.67,29.3,0.49,Yes,1,1
10/27/2022,Western,Cocoa,352.95,27,0.65,Yes,0,1
10/27/2022,Volta,Yam,234.9,25.2,0.69,Yes,1,1
10/27/2022,Greater Accra,Maize,119.62,26.1,0.49,Yes,1,1
10/27/2022,Greater Accra,Cocoa,96.95,25.2,0.52,Yes,0,1
10/27/2022,Western,Cocoa,268.96,25,0.57,Yes,0,1
10/28/2022,Western,Cocoa,179.43,27.1,0.7,No,1,1
10/29/2022,Volta,Cassava,224.69,24.9,0.36,No,1,1
10/29/2022,Volta,Maize,261.53,26.2,0.4,Yes,1,1
10/30/2022,Western,Maize,278.19,23.8,0.7,Yes,1,1
10/30/2022,Northern,Yam,220.95,30.3,0.28,Yes,0,0
10/31/2022,Northern,Cocoa,158.37,28.5,0.43,Yes,0,1
10/31/2022,Northern,Cocoa,178.18,23.1,0.39,No,1,1
11/2/2022,Northern,Yam,27.69,33.9,0.22,Yes,0,1
11/2/2022,Northern,Yam,37.17,28.8,0.31,No,1,1
11/2/2022,Northern,Yam,33.77,37.6,0.35,Yes,0,0
11/3/2022,Western,Rice,46.53,27.4,0.63,Yes,0,1
11/3/2022,Volta,Rice,46.3,28.9,0.23,No,1,1
11/4/2022,Northern,Rice,34.68,28.1,0.35,Yes,1,0
11/4/2022,Western,Maize,61.5,29.1,0.6,Yes,0,1
11/4/2022,Ashanti,Maize,63.32,26.4,0.29,Yes,0,0
11/4/2022,Greater Accra,Cassava,23.61,27.8,0.48,Yes,1,1
11/5/2022,Volta,Maize,47.51,25.8,0.43,No,0,1
11/5/2022,Greater Accra,Cassava,19.53,27.7,0.32,Yes,0,0
11/6/2022,Volta,Rice,43.48,27.8,0.45,No,1,1
11/7/2022,Northern,Rice,30.64,27.7,0.28,No,0,0
11/7/2022,Volta,Cocoa,35.42,28,0.45,Yes,1,1
11/8/2022,Greater Accra,Maize,27.68,30.9,0.19,Yes,0,1
11/8/2022,Ashanti,Maize,36.42,32.5,0.56,Yes,0,1
11/8/2022,Northern,Cassava,38.91,34.6,0.23,Yes,0,1
11/9/2022,Volta,Rice,39.94,29.4,0.4,No,0,1
11/9/2022,Ashanti,Cassava,46.75,27.5,0.38,Yes,0,1
11/10/2022,Western,Yam,49.14,25.8,0.41,Yes,0,1
11/10/2022,Ashanti,Maize,45.22,27.1,0.48,No,1,1
11/11/2022,Ashanti,Yam,68.34,30.3,0.45,Yes,0,1
11/11/2022,Western,Maize,50.3,27.5,0.7,No,0,0
11/12/2022,Western,Cocoa,36.35,28.6,0.46,Yes,0,1
11/12/2022,Greater Accra,Yam,19.95,30.3,0.33,Yes,0,0
11/12/2022,Western,Cocoa,47.19,26.3,0.65,No,1,1
11/13/2022,Northern,Yam,45.34,32.4,0.22,No,0,1
11/13/2022,Greater Accra,Cassava,24.39,30.4,0.17,No,0,0
11/13/2022,Northern,Rice,36.59,31.5,0.1,Yes,0,0
11/13/2022,Volta,Maize,52.46,31.7,0.32,Yes,0,0
11/14/2022,Western,Maize,58.33,33.8,0.55,Yes,1,1
11/14/2022,Greater Accra,Yam,21.37,30.9,0.36,Yes,1,1
11/14/2022,Ashanti,Cocoa,48.64,25.6,0.43,Yes,1,1
11/14/2022,Ashanti,Cassava,44.2,29.3,0.64,No,0,1
11/15/2022,Volta,Cocoa,46.2,26.6,0.38,Yes,1,1
11/15/2022,Ashanti,Rice,45.56,28.4,0.51,Yes,0,1
11/16/2022,Greater Accra,Yam,22.33,27.8,0.27,No,0,0
11/16/2022,Ashanti,Yam,42.53,26.6,0.47,Yes,1,0
11/16/2022,Northern,Rice,33.52,29.3,0.2,No,1,0
11/17/2022,Greater Accra,Rice,27.76,29.8,0.15,No,0,0
11/17/2022,Volta,Rice,45.55,28.8,0.4,Yes,0,0
11/17/2022,Greater Accra,Maize,18.68,29.9,0.18,Yes,0,1
11/18/2022,Northern,Yam,33.42,32.1,0.26,Yes,0,0
11/19/2022,Ashanti,Cocoa,53.53,25.4,0.38,No,0,1
11/19/2022,Ashanti,Maize,49.53,23.3,0.39,No,1,1
11/19/2022,Greater Accra,Yam,18.69,30.2,0.29,Yes,1,1
11/20/2022,Northern,Cocoa,38.31,34.1,0.25,Yes,0,0
11/20/2022,Volta,Maize,43.45,28.3,0.15,Yes,0,0
11/20/2022,Greater Accra,Maize,27.22,32.4,0.27,Yes,0,0
11/20/2022,Western,Maize,53.86,28.1,0.67,Yes,0,1
11/20/2022,Greater Accra,Maize,29.12,29.7,0.1,No,0,1
11/20/2022,Western,Cocoa,37.41,27.1,0.25,Yes,0,1
11/21/2022,Ashanti,Yam,65.57,28.3,0.5,Yes,1,1
11/21/2022,Greater Accra,Cocoa,30.43,29.9,0.28,Yes,0,1
11/21/2022,Volta,Yam,48,28.1,0.58,Yes,0,1
11/21/2022,Greater Accra,Rice,22.6,30.4,0.4,Yes,0,1
11/21/2022,Volta,Maize,35.18,27,0.25,Yes,0,1
11/21/2022,Volta,Cassava,50.19,28.3,0.23,No,1,1
11/22/2022,Western,Rice,57.22,27,0.35,No,0,1
11/22/2022,Northern,Cassava,36.05,29.3,0.19,Yes,0,1
11/22/2022,Western,Cassava,43.5,28.8,0.59,Yes,1,0
11/22/2022,Volta,Rice,39.87,26.6,0.36,No,0,1
11/23/2022,Northern,Cassava,32.51,27.1,0.27,Yes,0,0
11/23/2022,Ashanti,Cassava,49.92,32.2,0.37,Yes,0,1
11/24/2022,Ashanti,Cocoa,65.15,30.1,0.54,No,0,1
11/24/2022,Volta,Rice,36.78,31.9,0.47,No,0,1
11/24/2022,Volta,Yam,26.61,29.3,0.34,Yes,0,0
11/24/2022,Northern,Rice,27.02,32.4,0.31,Yes,1,1
11/25/2022,Western,Yam,62.43,28.3,0.65,No,0,1
11/25/2022,Greater Accra,Yam,20.8,28.4,0.24,Yes,0,0
11/25/2022,Ashanti,Maize,49.83,35.2,0.57,Yes,0,1
11/25/2022,Ashanti,Maize,41.5,24.6,0.48,Yes,1,1
11/25/2022,Northern,Cocoa,33.28,26.9,0.38,Yes,0,0
11/26/2022,Western,Cocoa,47.66,31.1,0.63,Yes,0,1
11/26/2022,Western,Cassava,64.36,25.2,0.32,Yes,1,0
11/26/2022,Western,Rice,54.69,33.9,0.45,Yes,0,1
11/26/2022,Western,Yam,45.65,28.1,0.29,Yes,0,0
11/27/2022,Western,Cocoa,45.47,32.2,0.53,No,1,1
11/27/2022,Greater Accra,Yam,12.39,29.2,0.36,Yes,1,1
11/27/2022,Northern,Yam,33.37,28,0.34,Yes,0,1
11/28/2022,Ashanti,Cassava,64.29,22.9,0.4,No,0,0
11/28/2022,Greater Accra,Maize,23.14,30.9,0.37,No,0,0
11/28/2022,Volta,Maize,29.1,29.2,0.45,No,1,1
11/28/2022,Western,Cocoa,45.94,25.8,0.4,No,0,1
11/28/2022,Western,Cocoa,75.48,28,0.35,No,1,1
11/28/2022,Western,Rice,34.99,28.1,0.37,Yes,1,1
11/29/2022,Ashanti,Rice,35.81,30,0.6,No,1,1
11/29/2022,Western,Cassava,59.25,28,0.48,No,0,1
11/30/2022,Ashanti,Cassava,51.53,28.2,0.25,No,1,1
11/30/2022,Volta,Cocoa,42.41,26.7,0.29,Yes,0,0
11/30/2022,Western,Cassava,52.61,27.2,0.42,No,0,1
12/1/2022,Western,Rice,60.8,26.2,0.49,Yes,0,1
12/1/2022,Western,Rice,56.15,30.2,0.55,No,0,1
12/1/2022,Volta,Cassava,32.85,32.6,0.39,Yes,0,1
12/2/2022,Ashanti,Cocoa,63.05,25.1,0.46,No,0,0
12/2/2022,Volta,Cassava,40.47,28.1,0.32,Yes,0,0
12/2/2022,Western,Rice,43.19,28.1,0.54,No,0,1
12/2/2022,Ashanti,Rice,54.74,27.3,0.48,Yes,0,1
12/2/2022,Northern,Cocoa,31.83,28.9,0.29,No,0,1
12/3/2022,Volta,Cocoa,38.99,27.4,0.4,No,0,1
12/3/2022,Greater Accra,Rice,23.87,31.4,0.38,No,0,1
12/3/2022,Greater Accra,Cassava,23.48,29.9,0.47,Yes,0,1
12/3/2022,Volta,Yam,38.13,27.7,0.32,Yes,1,1
12/4/2022,Northern,Maize,27.35,36.6,0.4,Yes,0,0
12/4/2022,Greater Accra,Yam,19.13,28.1,0.2,Yes,1,1
12/4/2022,Volta,Rice,32.76,26.6,0.33,Yes,0,0
12/5/2022,Volta,Yam,32.56,27.8,0.53,Yes,1,1
12/5/2022,Ashanti,Yam,72.18,22.9,0.44,No,0,0
12/5/2022,Ashanti,Rice,47.44,26.2,0.55,No,1,1
12/5/2022,Volta,Yam,40.02,28.8,0.29,Yes,0,1
12/5/2022,Volta,Maize,36.99,28,0.29,Yes,0,0
12/5/2022,Greater Accra,Cocoa,14.61,28.8,0.23,Yes,0,0
12/5/2022,Volta,Cocoa,40.36,26.5,0.32,Yes,0,1
12/6/2022,Volta,Cocoa,54.86,28.5,0.43,Yes,0,1
12/6/2022,Northern,Cocoa,30.69,33.8,0.23,Yes,0,0
12/6/2022,Greater Accra,Yam,27.16,30.8,0.38,Yes,0,1
12/6/2022,Volta,Rice,48.43,30.5,0.49,No,0,1
12/6/2022,Greater Accra,Yam,24.98,30.9,0.2,Yes,0,1
12/7/2022,Western,Maize,67.95,26.7,0.35,Yes,0,0
12/7/2022,Greater Accra,Maize,27.56,29.8,0.44,Yes,1,1
12/7/2022,Western,Cocoa,42.67,29.5,0.67,Yes,1,1
12/7/2022,Ashanti,Cocoa,46.64,29,0.6,No,0,1
12/7/2022,Greater Accra,Yam,23.92,34.8,0.34,No,1,1
12/8/2022,Northern,Cocoa,40.65,28.1,0.36,Yes,1,1
12/8/2022,Volta,Cocoa,44.23,29.8,0.53,Yes,1,1
12/8/2022,Ashanti,Cassava,53.34,27.8,0.35,Yes,1,1
12/8/2022,Ashanti,Cocoa,57.45,28.6,0.36,Yes,0,1
12/8/2022,Volta,Cassava,44.5,26.7,0.34,Yes,0,1
12/8/2022,Western,Yam,65,25.8,0.5,Yes,1,1
12/9/2022,Ashanti,Cocoa,64.44,24.8,0.62,No,1,1
12/9/2022,Western,Cassava,35.97,28.7,0.67,Yes,1,0
12/9/2022,Western,Yam,55.3,30.5,0.51,Yes,0,1
12/10/2022,Greater Accra,Rice,23.22,29.6,0.21,Yes,1,0
12/10/2022,Northern,Cassava,26.64,31.9,0.22,No,1,0
12/10/2022,Western,Yam,55.76,28.4,0.46,Yes,0,1
12/11/2022,Western,Cassava,57.28,26.9,0.61,Yes,1,0
12/11/2022,Volta,Yam,38.38,27.9,0.59,Yes,0,1
12/11/2022,Northern,Cassava,36.46,34.2,0.29,Yes,0,0
12/11/2022,Ashanti,Cassava,36.4,25.9,0.56,Yes,0,1
12/11/2022,Northern,Maize,21.55,25.8,0.36,Yes,1,0
12/11/2022,Northern,Cocoa,36.23,27.6,0.34,Yes,0,0
12/12/2022,Western,Cassava,38.9,26.5,0.53,No,0,0
12/12/2022,Ashanti,Rice,50.4,26.4,0.42,Yes,0,1
12/12/2022,Northern,Cassava,27.02,31.2,0.18,Yes,0,0
12/14/2022,Western,Rice,58.45,28.4,0.61,Yes,0,1
12/15/2022,Ashanti,Maize,66.24,30.8,0.67,Yes,0,1
12/15/2022,Volta,Rice,44.2,27,0.48,Yes,0,0
12/15/2022,Volta,Maize,55.27,29.2,0.46,Yes,0,1
12/16/2022,Ashanti,Cassava,53.6,29.7,0.52,Yes,0,1
12/16/2022,Greater Accra,Yam,27.24,31.6,0.15,Yes,0,0
12/17/2022,Northern,Cassava,43.08,33.2,0.35,Yes,0,1
12/17/2022,Western,Rice,61.11,28.9,0.52,No,0,0
12/18/2022,Western,Yam,58.61,28.2,0.53,Yes,0,1
12/18/2022,Ashanti,Cassava,37.16,27.7,0.54,Yes,0,0
12/18/2022,Northern,Yam,26.72,30.4,0.49,No,0,0
12/18/2022,Volta,Yam,38.97,28.1,0.47,Yes,0,0
12/18/2022,Ashanti,Maize,54.96,26.7,0.52,Yes,0,0
12/18/2022,Western,Cocoa,52.53,29.8,0.33,Yes,1,1
12/18/2022,Western,Rice,51.82,27.3,0.45,Yes,1,1
12/18/2022,Ashanti,Rice,42.13,30.3,0.57,Yes,0,1
12/19/2022,Northern,Cocoa,38.77,29.3,0.42,No,1,0
12/19/2022,Ashanti,Cocoa,53.38,26.6,0.43,Yes,1,0
12/19/2022,Northern,Yam,42.63,33.4,0.37,No,0,0
12/21/2022,Ashanti,Rice,40.22,27.5,0.48,Yes,1,1
12/21/2022,Northern,Cocoa,48.53,31.3,0.33,Yes,0,1
12/22/2022,Greater Accra,Cocoa,26.5,28.2,0.35,Yes,0,0
12/22/2022,Northern,Cassava,24.01,32.9,0.19,Yes,1,1
12/23/2022,Ashanti,Cassava,55.94,26.7,0.37,No,0,0
12/23/2022,Ashanti,Maize,45.78,26,0.44,Yes,1,1
12/23/2022,Greater Accra,Maize,26.27,30.2,0.28,Yes,0,0
12/23/2022,Ashanti,Yam,39.78,26.7,0.51,Yes,0,1
12/24/2022,Greater Accra,Cocoa,21.28,33.7,0.36,Yes,0,1
12/24/2022,Ashanti,Yam,46.19,29.2,0.35,No,0,0
12/25/2022,Greater Accra,Maize,17.48,29.4,0.22,Yes,0,0
12/25/2022,Greater Accra,Maize,18.42,32.1,0.28,Yes,1,1
12/25/2022,Greater Accra,Maize,26.68,31.2,0.41,Yes,0,1
12/26/2022,Greater Accra,Maize,23.66,29.3,0.38,Yes,1,1
12/26/2022,Ashanti,Rice,32.48,27.3,0.3,No,0,0
12/26/2022,Volta,Yam,49.13,31.2,0.44,Yes,1,1
12/26/2022,Volta,Yam,41.83,29.9,0.41,Yes,0,0
12/27/2022,Volta,Cassava,42.54,30.3,0.21,Yes,0,1
12/27/2022,Ashanti,Cocoa,65.72,28,0.41,No,1,1
12/27/2022,Northern,Maize,30.09,25.9,0.19,Yes,0,0
12/27/2022,Volta,Cocoa,28.54,26.9,0.33,Yes,0,0
12/27/2022,Western,Rice,68.16,33.3,0.55,Yes,0,1
12/27/2022,Greater Accra,Yam,26.57,31.2,0.4,Yes,1,1
12/27/2022,Ashanti,Cocoa,44.68,29.1,0.41,Yes,0,1
12/27/2022,Ashanti,Rice,52.77,24.8,0.32,No,1,1
12/27/2022,Ashanti,Cocoa,49.71,30.6,0.42,Yes,0,1
12/28/2022,Northern,Cocoa,36.6,29.1,0.19,Yes,0,0
12/28/2022,Western,Rice,62.08,31.2,0.46,No,1,1
12/28/2022,Greater Accra,Cassava,22.63,27.8,0.21,No,0,0
12/29/2022,Ashanti,Yam,49.48,26.4,0.57,No,0,1
12/29/2022,Volta,Rice,37.67,30.4,0.36,Yes,0,1
12/29/2022,Ashanti,Cocoa,52.79,28.7,0.51,No,0,1
12/29/2022,Ashanti,Cassava,49.37,30.3,0.61,Yes,0,1
12/30/2022,Ashanti,Yam,47.52,27.3,0.43,No,0,1
12/30/2022,Western,Cocoa,51.79,30.6,0.61,Yes,1,1
12/30/2022,Northern,Maize,41.03,32.8,0.36,Yes,0,1
12/30/2022,Western,Cocoa,67.55,29.3,0.47,Yes,0,1
12/31/2022,Northern,Rice,29.2,26.8,0.27,Yes,0,0
12/31/2022,Northern,Yam,34.73,31,0.14,No,0,0
1/1/2023,Western,Cassava,71.32,28.6,0.35,Yes,0,1
1/1/2023,Western,Maize,45.46,29.2,0.61,No,0,1
1/1/2023,Northern,Rice,31.34,31.8,0.12,No,0,0
1/2/2023,Ashanti,Yam,41.97,26.7,0.38,Yes,0,1
1/2/2023,Ashanti,Cassava,52.99,25.1,0.43,Yes,1,0
1/2/2023,Western,Cocoa,46.83,25.5,0.29,Yes,0,1
1/3/2023,Greater Accra,Cocoa,24.65,26.3,0.39,No,1,1
1/3/2023,Volta,Cassava,32.26,31.7,0.42,Yes,0,1
1/3/2023,Western,Cassava,59.56,25.8,0.61,No,0,1
1/3/2023,Volta,Maize,41.88,28.6,0.29,Yes,0,1
1/3/2023,Ashanti,Maize,52.71,28.2,0.42,Yes,1,1
1/3/2023,Western,Yam,74.31,30.7,0.39,No,0,1
1/4/2023,Northern,Maize,36.27,31.2,0.41,Yes,0,0
1/4/2023,Ashanti,Yam,40.82,25.6,0.48,Yes,0,1
1/4/2023,Greater Accra,Rice,20.74,30.3,0.18,Yes,0,0
1/5/2023,Northern,Cocoa,23.18,30,0.32,Yes,1,0
1/6/2023,Greater Accra,Rice,27.3,30.1,0.34,Yes,1,1
1/6/2023,Greater Accra,Maize,25.51,32.1,0.3,Yes,0,1
1/6/2023,Volta,Cocoa,44.4,31.3,0.46,Yes,1,1
1/6/2023,Volta,Maize,39.93,32,0.39,No,1,1
1/7/2023,Greater Accra,Maize,22.26,30.3,0.31,Yes,1,0
1/7/2023,Ashanti,Rice,64.5,26.1,0.41,No,1,1
1/8/2023,Ashanti,Rice,47.27,25.1,0.18,Yes,1,0
1/9/2023,Ashanti,Rice,50.25,28.1,0.43,Yes,0,1
1/9/2023,Northern,Maize,29.14,28.4,0.2,Yes,1,1
1/9/2023,Northern,Yam,24.46,29.5,0.34,Yes,0,1
1/9/2023,Volta,Maize,33.15,29.9,0.37,Yes,0,1
1/9/2023,Northern,Rice,36.53,27.4,0.33,Yes,0,1
1/10/2023,Western,Cassava,52.38,29.6,0.26,No,0,1
1/10/2023,Northern,Rice,34.88,28,0.27,Yes,0,0
1/10/2023,Volta,Maize,35.59,26.7,0.49,No,0,0
1/11/2023,Ashanti,Cassava,48.86,25.2,0.33,No,0,0
1/11/2023,Ashanti,Rice,63.56,28.6,0.53,Yes,1,1
1/11/2023,Ashanti,Yam,42.47,29.1,0.43,No,1,1
1/11/2023,Greater Accra,Maize,19.24,30.2,0.33,Yes,0,1
1/11/2023,Volta,Maize,44.1,30.2,0.32,No,0,1
1/11/2023,Western,Cassava,65.64,31.3,0.59,No,0,0
1/12/2023,Western,Yam,55.34,26.8,0.7,No,1,1
1/12/2023,Volta,Yam,44.6,30.2,0.41,Yes,0,0
1/12/2023,Ashanti,Yam,61.04,27.3,0.34,Yes,0,1
1/12/2023,Volta,Cocoa,31.93,29.8,0.44,Yes,0,1
1/12/2023,Greater Accra,Cocoa,25.98,35.4,0.24,No,1,1
1/13/2023,Ashanti,Rice,52.45,27.5,0.4,Yes,1,1
1/13/2023,Greater Accra,Cassava,22.77,29.3,0.32,Yes,0,0
1/13/2023,Western,Maize,57.64,25.3,0.48,Yes,0,0
1/16/2023,Western,Rice,59.74,28.5,0.54,Yes,0,1
1/16/2023,Greater Accra,Yam,31.73,27.8,0.28,Yes,0,1
1/17/2023,Northern,Cassava,36.09,25.2,0.41,No,0,0
1/17/2023,Ashanti,Rice,50.14,29.6,0.31,No,0,0
1/18/2023,Western,Maize,38.85,30.3,0.47,No,0,1
1/19/2023,Volta,Yam,46.7,28.3,0.35,Yes,0,1
1/19/2023,Ashanti,Maize,50.3,25.4,0.41,No,0,0
1/19/2023,Ashanti,Yam,39.07,30.6,0.52,No,1,1
1/20/2023,Volta,Cassava,35.13,32.6,0.36,Yes,1,1
1/20/2023,Volta,Rice,37.85,29.1,0.44,No,0,1
1/20/2023,Ashanti,Yam,30.83,27.6,0.44,No,1,1
1/20/2023,Ashanti,Maize,57.14,30,0.39,No,1,0
1/20/2023,Western,Cassava,47.44,29.9,0.57,Yes,0,1
1/20/2023,Greater Accra,Cocoa,21.96,31.5,0.25,Yes,0,1
1/21/2023,Greater Accra,Cassava,17.15,33.3,0.26,Yes,1,1
1/21/2023,Greater Accra,Rice,29.78,30.2,0.27,Yes,1,0
1/21/2023,Greater Accra,Cocoa,27.78,29.5,0.33,Yes,0,1
1/22/2023,Western,Cocoa,35.89,29.1,0.48,Yes,0,1
1/22/2023,Ashanti,Cocoa,56.16,27.4,0.36,No,0,0
1/23/2023,Volta,Maize,55.24,28.9,0.28,Yes,1,1
1/23/2023,Volta,Cocoa,32.76,25.9,0.47,Yes,0,1
1/23/2023,Northern,Maize,28.26,29.1,0.23,Yes,1,1
1/24/2023,Western,Rice,71.93,24.8,0.66,No,0,1
1/24/2023,Volta,Yam,40.66,30.8,0.3,Yes,1,1
1/24/2023,Volta,Rice,45.62,29.8,0.39,Yes,0,1
1/24/2023,Ashanti,Cassava,55.38,28.1,0.43,Yes,0,1
1/25/2023,Ashanti,Yam,52.69,30.4,0.48,Yes,0,1
1/25/2023,Volta,Cassava,49.82,29.2,0.4,Yes,0,1
1/26/2023,Volta,Rice,47.05,26,0.34,Yes,0,1
1/26/2023,Northern,Yam,30.41,30.1,0.35,Yes,1,1
